CustomerKey,GeographyKey,FirstName,MiddleName,LastName,Gender,BirthDate,DateFirstPurchase,FullName
20827,217,Jillian,E,Perez,Female,1967-03-06,2023-07-28,Jillian E Perez
20828,156,Jaclyn,NULL,Shan,Female,1966-08-17,2022-06-05,Jaclyn Shan
20829,130,Andy,NULL,Diaz,Male,1967-05-15,2022-06-22,Andy Diaz
20830,115,Whitney,C,Martinez,Female,1966-07-19,2022-05-30,Whitney C Martinez
20831,170,Drew,NULL,Xu,Male,1972-06-02,2022-06-13,Drew Xu
20832,273,Kelvin,NULL,Tang,Male,1972-05-05,2022-03-03,Kelvin Tang
20833,166,Douglas,A,Sai,Male,1965-11-08,2022-06-12,Douglas A Sai
20834,276,Brenda,C,Kapoor,Female,1966-01-24,2022-03-13,Brenda C Kapoor
20835,153,Ruben,A,Gutierrez,Male,1964-12-11,2022-07-17,Ruben A Gutierrez
20836,127,Stanley,A,Chandra,Male,1976-03-18,2022-07-20,Stanley A Chandra
20837,230,Jimmy,NULL,Rubio,Male,1965-02-28,2022-03-24,Jimmy Rubio
20838,269,Chloe,NULL,Jones,Female,1964-10-14,2022-04-14,Chloe Jones
20839,269,Courtney,NULL,Lopez,Female,1964-10-11,2022-03-31,Courtney Lopez
20840,222,Alison,H,Xie,Female,1963-08-06,2023-08-24,Alison H Xie
20841,118,Jésus,V,Alonso,Male,1975-05-01,2022-07-14,Jésus V Alonso
20842,147,Tyrone,S,Moreno,Male,1966-04-03,2022-07-22,Tyrone S Moreno
20843,131,Jose,NULL,Shan,Male,1965-09-02,2022-08-08,Jose Shan
20844,186,Nicolas,E,Pal,Male,1981-03-16,2023-08-16,Nicolas E Pal
20845,115,Barry,NULL,Malhotra,Male,1970-05-17,2022-08-02,Barry Malhotra
20846,224,Lee,NULL,Alonso,Male,1964-09-23,2023-08-27,Lee Alonso
20847,175,Kyle,T,Young,Male,1964-08-04,2022-08-27,Kyle T Young
20848,265,Vincent,NULL,Liu,Male,1963-12-15,2022-04-18,Vincent Liu
20849,269,Faith,NULL,Washington,Female,1981-01-20,2023-10-03,Faith Washington
20850,279,Lance,C,Navarro,Male,1981-09-10,2022-04-10,Lance C Navarro
20851,243,Frank,T,Sanz,Male,1981-05-03,2022-04-18,Frank T Sanz
20852,230,Yolanda,NULL,Raje,Female,1981-07-02,2022-05-25,Yolanda Raje
20853,216,Jarrod,NULL,Rana,Male,1981-10-04,2023-08-18,Jarrod Rana
20854,131,Kara,NULL,Raji,Female,1974-08-02,2022-09-15,Kara Raji
20855,208,Abigail,NULL,Ross,Female,1981-03-02,2023-08-04,Abigail Ross
20856,243,Tiffany,A,Hu,Female,1975-01-07,2022-05-24,Tiffany A Hu
20857,225,Jerry,L,Becker,Male,1975-04-18,2023-09-11,Jerry L Becker
20858,220,Damien,NULL,Stone,Male,1974-10-29,2023-08-30,Damien Stone
20859,245,Roy,C,Romero,Male,1980-09-03,2022-05-02,Roy C Romero
20860,158,Preston,NULL,Lopez,Male,1974-09-19,2022-09-06,Preston Lopez
20861,170,Nicolas,M,Nara,Male,1975-01-15,2022-09-24,Nicolas M Nara
20862,255,Marshall,NULL,Sutton,Male,1980-10-08,2022-05-16,Marshall Sutton
20863,263,Erica,M,Xu,Female,1975-02-11,2022-05-27,Erica M Xu
20864,243,Grace,J,Howard,Female,1974-09-24,2022-05-26,Grace J Howard
20865,133,Luis,NULL,Ross,Male,1928-03-19,2023-08-01,Luis Ross
20866,241,David,D,Jones,Male,1927-12-01,2022-06-07,David D Jones
20867,189,Noah,K,Johnson,Male,1957-10-20,2023-10-01,Noah K Johnson
20868,242,Misty,NULL,Shan,Female,1957-03-09,2023-04-04,Misty Shan
20869,261,David,R,Martinez,Male,1979-12-23,2022-06-21,David R Martinez
20870,133,Jaime,NULL,Moreno,Female,1973-08-07,2022-10-10,Jaime Moreno
20871,117,Adriana,J,Arthur,Female,1979-09-13,2023-03-31,Adriana J Arthur
20872,238,Theodore,C,Moreno,Male,1984-08-16,2022-06-22,Theodore C Moreno
20873,157,Joel,L,Subram,Male,1974-05-22,2023-05-05,Joel L Subram
20874,151,Edwin,NULL,Lal,Male,1974-05-20,2022-10-16,Edwin Lal
20875,273,Julia,R,Washington,Female,1974-06-05,2022-06-20,Julia R Washington
20876,127,Jackson,NULL,Alexander,Male,1973-10-25,2022-10-10,Jackson Alexander
20877,224,Richard,J,Ross,Male,1974-04-12,2023-09-18,Richard J Ross
20878,192,Erika,P,Ortega,Female,1979-01-21,2023-10-19,Erika P Ortega
20879,246,Pamela,NULL,Sanchez,Female,1979-09-03,2022-06-09,Pamela Sanchez
20880,243,Isabella,NULL,Washington,Female,1978-04-17,2022-07-14,Isabella Washington
20881,234,Wendy,C,Navarro,Female,1978-06-03,2023-10-04,Wendy C Navarro
20882,211,Sabrina,V,Suarez,Female,1984-03-06,2023-11-12,Sabrina V Suarez
20883,192,Latoya,A,Rai,Female,1978-11-12,2023-11-16,Latoya A Rai
20884,220,Darren,NULL,Schmidt,Male,1972-07-08,2023-11-08,Darren Schmidt
20885,268,Terry,NULL,Xie,Male,1973-03-14,2022-07-01,Terry Xie
20886,238,Bruce,NULL,Raman,Male,1972-09-07,2022-07-04,Bruce Raman
20887,206,Damien,L,Li,Male,1972-01-01,2023-11-10,Damien L Li
20888,224,Clayton,P,Raje,Male,1971-07-21,2023-11-14,Clayton P Raje
20889,240,Manuel,M,Patel,Male,1977-06-20,2023-08-07,Manuel M Patel
20890,277,Clayton,NULL,Anand,Male,1972-04-14,2022-07-26,Clayton Anand
20891,215,Darrell,M,Anand,Male,1978-11-10,2023-06-02,Darrell M Anand
20892,249,Henry,L,Sara,Male,1973-01-08,2022-07-01,Henry L Sara
20893,155,Robert,M,Hall,Male,1933-02-02,2023-12-12,Robert M Hall
20894,186,Alyssa,L,Thomas,Female,1972-03-20,2023-11-24,Alyssa L Thomas
20895,204,Ruben,A,Jimenez,Male,1972-06-09,2023-12-01,Ruben A Jimenez
20896,119,Arthur,E,Sai,Male,1971-11-11,2022-10-09,Arthur E Sai
20897,211,Mayra,E,Sai,Female,1971-08-24,2023-10-20,Mayra E Sai
20898,126,Grant,NULL,Ferrier,Male,1972-01-24,2023-10-20,Grant Ferrier
20899,189,Angela,NULL,Cook,Female,1971-05-06,2024-01-19,Angela Cook
20900,241,Natalie,M,Russell,Female,1970-10-01,2023-09-26,Natalie M Russell
20901,219,Chad,NULL,Xu,Male,1971-04-01,2023-12-09,Chad Xu
20902,271,Shane,M,Subram,Male,1976-12-02,2024-01-15,Shane M Subram
20903,128,Robyn,Z,Diaz,Female,1971-04-25,2023-05-27,Robyn Z Diaz
20904,231,Ebony,C,Gomez,Female,1971-03-18,2023-12-31,Ebony C Gomez
20905,218,Jessie,NULL,Munoz,Female,1969-12-03,2023-12-19,Jessie Munoz
20906,267,Briana,NULL,Ruiz,Female,1969-11-06,2023-12-06,Briana Ruiz
20907,259,Terrence,NULL,Shan,Male,1970-05-21,2023-08-13,Terrence Shan
20908,171,Wyatt,C,Foster,Male,1975-04-20,2023-06-02,Wyatt C Foster
20909,248,Kelly,J,Weadock,Female,1968-10-19,2023-04-10,Kelly J Weadock
20910,198,Carolyn,M,Malhotra,Female,1977-02-17,2023-09-25,Carolyn M Malhotra
20911,203,Katrina,NULL,Raje,Female,1972-01-30,2023-11-12,Katrina Raje
20912,121,Christy,G,Hu,Female,1972-05-01,2022-10-27,Christy G Hu
20913,168,Wesley,NULL,Liu,Male,1968-10-28,2022-11-01,Wesley Liu
20914,126,Gilbert,C,Zeng,Male,1978-10-19,2022-11-03,Gilbert C Zeng
20915,180,Latasha,NULL,Carlson,Female,1970-10-16,2023-12-20,Latasha Carlson
20916,157,Kathleen,NULL,Carlson,Female,1970-11-09,2023-06-17,Kathleen Carlson
20917,245,Tonya,NULL,Tang,Female,1976-02-20,2022-08-24,Tonya Tang
20918,191,Neil,NULL,Ramos,Male,1975-10-31,2023-09-23,Neil Ramos
20919,187,Gretchen,NULL,Rivas,Female,1980-09-16,2024-01-08,Gretchen Rivas
20920,187,Jaclyn,I,Rai,Female,1975-06-21,2024-01-13,Jaclyn I Rai
20921,239,Melinda,NULL,Carlson,Female,1975-12-22,2022-08-25,Melinda Carlson
20922,255,Clayton,L,Wagner,Male,1970-01-17,2022-08-02,Clayton L Wagner
20923,147,Isabella,L,Powell,Female,1969-05-08,2022-11-23,Isabella L Powell
20924,162,Alberto,M,Sanz,Male,1983-06-05,2023-06-28,Alberto M Sanz
20925,189,Kristin,D,Xu,Female,1984-10-02,2023-09-06,Kristin D Xu
20926,209,Jeffery,C,Guo,Male,1985-01-14,2023-12-17,Jeffery C Guo
20927,128,Tammy,R,Martinez,Female,1984-12-13,2023-11-10,Tammy R Martinez
20928,149,Raymond,L,Kapoor,Male,1985-04-15,2023-10-28,Raymond L Kapoor
20929,278,Darryl,C,Zeng,Male,1984-12-09,2023-03-07,Darryl C Zeng
20930,162,Drew,R,Chande,Male,1968-12-11,2022-11-20,Drew R Chande
20931,236,Brian,F,Sanchez,Male,1969-04-13,2022-08-18,Brian F Sanchez
20932,186,Cole,J,Kelly,Male,1967-11-23,2023-11-12,Cole J Kelly
20933,262,Laura,O,Li,Female,1984-02-23,2022-08-20,Laura O Li
20934,187,Haley,NULL,Young,Female,1983-02-01,2023-12-14,Haley Young
20935,196,Desiree,L,Jimenez,Female,1983-04-13,2023-11-11,Desiree L Jimenez
20936,182,Christy,C,Cai,Female,1982-12-20,2023-12-26,Christy C Cai
20937,120,Natalie,E,Williams,Female,1983-01-02,2023-09-04,Natalie E Williams
20938,260,Carolyn,A,Rowe,Female,1983-02-20,2024-01-08,Carolyn A Rowe
20939,117,Joshua,NULL,Johnson,Male,1982-03-04,2023-11-17,Joshua Johnson
20940,215,Jillian,NULL,Rodriguez,Female,1982-02-25,2023-02-12,Jillian Rodriguez
20941,208,Arturo,K,Guo,Male,1981-01-05,2023-02-21,Arturo K Guo
20942,222,Tasha,M,Sharma,Female,1986-03-22,2023-03-25,Tasha M Sharma
20943,261,Brett,L,Rana,Male,1980-09-28,2023-09-27,Brett L Rana
20944,207,Rebecca,NULL,Hernandez,Female,1981-11-22,2023-02-06,Rebecca Hernandez
20945,159,Roger,M,Tang,Male,1981-11-23,2022-11-27,Roger M Tang
20946,151,Abby,E,Chandra,Female,1981-09-24,2023-09-14,Abby E Chandra
20947,245,Marie,NULL,Alvarez,Female,1981-12-06,2024-01-25,Marie Alvarez
20948,209,Xavier,NULL,White,Male,1981-01-05,2023-03-24,Xavier White
20949,236,Sandra,J,Liang,Female,1980-03-09,2023-03-30,Sandra J Liang
20950,232,Albert,W,Suarez,Male,1985-11-09,2023-05-06,Albert W Suarez
20951,252,Darrell,T,Jai,Male,1980-03-21,2023-08-11,Darrell T Jai
20952,264,Micah,A,Ye,Male,1979-11-02,2023-12-14,Micah A Ye
20953,205,Neil,NULL,Rubio,Male,1979-12-03,2023-11-18,Neil Rubio
20954,184,Nathan,NULL,Foster,Male,1985-10-07,2023-09-15,Nathan Foster
20955,208,Dawn,NULL,Pal,Female,1986-03-08,2023-12-03,Dawn Pal
20956,211,Kristy,A,Alonso,Female,1981-02-24,2023-11-06,Kristy A Alonso
20957,206,Darren,E,Kapoor,Male,1980-07-15,2023-06-21,Darren E Kapoor
20958,178,Gerald,NULL,Alonso,Male,1981-03-25,2023-01-29,Gerald Alonso
20959,223,Ruben,NULL,Arun,Male,1968-04-13,2023-11-02,Ruben Arun
20960,193,Darrell,J,Beck,Male,1967-09-02,2023-05-18,Darrell J Beck
20961,188,Keith,A,Goldberg,Male,1966-09-06,2023-12-23,Keith A Goldberg
20962,198,Sharon,NULL,Xie,Female,1966-11-17,2023-04-12,Sharon Xie
20963,241,Teresa,C,Dominguez,Female,1967-03-13,2023-03-06,Teresa C Dominguez
20964,208,Emily,M,Butler,Female,1946-12-13,2023-08-30,Emily M Butler
20965,270,Cynthia,A,Subram,Female,1946-05-04,2023-07-07,Cynthia A Subram
20966,180,Virginia,NULL,Madan,Female,1973-04-08,2023-12-09,Virginia Madan
20967,142,Casey,T,Rowe,Male,1962-10-22,2023-06-02,Casey T Rowe
20968,279,Arturo,NULL,Yuan,Male,1963-01-03,2023-07-11,Arturo Yuan
20969,221,Ashley,C,Foster,Female,1962-06-22,2023-05-14,Ashley C Foster
20970,175,Isaiah,NULL,Richardson,Male,1965-05-10,2022-11-04,Isaiah Richardson
20971,211,Preston,NULL,Suri,Male,1942-09-07,2023-11-02,Preston Suri
20972,232,Francisco,A,Vance,Male,1942-12-12,2023-10-16,Francisco A Vance
20973,255,April,C,Andersen,Female,1949-04-20,2023-09-06,April C Andersen
20974,201,George,C,Subram,Male,1945-04-19,2023-07-02,George C Subram
20975,234,Jerry,NULL,Andersen,Male,1945-09-06,2022-08-21,Jerry Andersen
20976,222,Jaclyn,NULL,Kumar,Female,1952-08-31,2023-08-01,Jaclyn Kumar
20977,189,Mario,J,Andersen,Male,1958-03-22,2023-01-18,Mario J Andersen
20978,115,Bruce,D,Srini,Male,1947-06-24,2023-08-01,Bruce D Srini
20979,149,Diane,NULL,Jimenez,Female,1947-04-25,2022-11-24,Diane Jimenez
20980,161,Matthew,NULL,Miller,Male,1947-02-07,2022-11-10,Matthew Miller
20981,140,Craig,NULL,Romero,Male,1947-12-24,2023-02-06,Craig Romero
20982,277,Arthur,K,Jiménez,Male,1947-08-09,2022-09-04,Arthur K Jiménez
20983,22,Meredith,B,Vance,Female,1986-06-22,2021-12-15,Meredith B Vance
20984,36,Sabrina,A,Rubio,Female,1985-11-09,2021-12-07,Sabrina A Rubio
20985,18,Autumn,J,Liu,Female,1985-07-16,2021-12-21,Autumn J Liu
20986,20,Brandi,L,Blanco,Female,1982-10-25,2023-10-05,Brandi L Blanco
20987,8,Marshall,M,Zeng,Male,1983-06-12,2021-11-30,Marshall M Zeng
20988,36,Anna,L,Martin,Female,1982-09-21,2021-12-03,Anna L Martin
20989,18,Cassandra,D,Sara,Female,1981-08-25,2021-12-15,Cassandra D Sara
20990,13,Mayra,P,Raman,Female,1982-04-09,2021-12-21,Mayra P Raman
20991,40,Frederick,NULL,Sai,Male,1982-06-05,2021-12-05,Frederick Sai
20992,23,Julio,NULL,Serrano,Male,1985-01-12,2021-11-30,Julio Serrano
20993,30,Mitchell,B,Xie,Male,1984-10-11,2021-11-30,Mitchell B Xie
20994,21,Autumn,NULL,Ma,Female,1985-04-21,2021-11-30,Autumn Ma
20995,21,Danny,NULL,Suarez,Male,1984-08-16,2021-11-29,Danny Suarez
20996,25,Keith,T,Shan,Male,1984-09-19,2021-12-05,Keith T Shan
20997,5,Joanna,F,Ashe,Female,1985-01-06,2022-01-18,Joanna F Ashe
20998,21,Eugene,L,She,Male,1983-07-03,2022-01-26,Eugene L She
20999,22,Carolyn,NULL,Garcia,Female,1983-10-25,2022-01-03,Carolyn Garcia
21000,3,Geoffrey,P,Perez,Male,1983-09-23,2022-01-25,Geoffrey P Perez
21001,24,Clinton,NULL,Gutierrez,Male,1983-10-04,2022-01-14,Clinton Gutierrez
21002,11,Carolyn,NULL,Rodriguez,Female,1983-04-26,2022-01-03,Carolyn Rodriguez
21003,222,Jimmy,NULL,Hernandez,Male,1967-05-13,2023-02-10,Jimmy Hernandez
21004,224,Kaitlyn,NULL,Campbell,Female,1972-11-02,2023-01-06,Kaitlyn Campbell
21005,219,Barbara,H,Zhu,Female,1965-08-26,2023-08-13,Barbara H Zhu
21006,131,Sydney,K,Young,Female,1966-01-18,2022-11-19,Sydney K Young
21007,160,Nuan,NULL,Ma,Male,1971-04-18,2023-10-03,Nuan Ma
21008,176,Melody,K,Carlson,Female,1966-01-18,2022-11-06,Melody K Carlson
21009,176,Clinton,S,Sandberg,Male,1966-04-06,2023-12-05,Clinton S Sandberg
21010,177,Ruben,NULL,Navarro,Male,1971-12-07,2023-06-17,Ruben Navarro
21011,253,Aimee,NULL,Wang,Female,1966-05-25,2022-09-10,Aimee Wang
21012,234,Marie,W,Vance,Female,1965-01-18,2022-09-25,Marie W Vance
21013,186,Connor,NULL,Nelson,Male,1963-10-30,2023-01-27,Connor Nelson
21014,211,Diana,NULL,Carlson,Female,1963-10-21,2023-01-16,Diana Carlson
21015,149,Diane,P,Hernandez,Female,1969-02-28,2022-11-19,Diane P Hernandez
21016,164,Michele,J,Kapoor,Female,1971-08-05,2022-12-01,Michele J Kapoor
21017,197,Leslie,E,Romero,Female,1965-10-06,2023-01-12,Leslie E Romero
21018,232,Sheila,C,Serrano,Female,1971-07-20,2022-09-24,Sheila C Serrano
21019,206,Monica,C,Prasad,Female,1965-11-11,2023-10-31,Monica C Prasad
21020,264,Omar,NULL,Ye,Male,1970-02-18,2022-09-04,Omar Ye
21021,201,Gary,G,Serrano,Male,1965-01-07,2023-02-05,Gary G Serrano
21022,219,Bianca,J,Huang,Female,1963-12-12,2023-02-19,Bianca J Huang
21023,274,Cara,NULL,Wang,Female,1981-01-16,2023-05-16,Cara Wang
21024,203,Lori,C,Jimenez,Female,1975-07-04,2023-02-17,Lori C Jimenez
21025,271,Cedric,E,Wu,Male,1976-01-15,2023-10-26,Cedric E Wu
21026,247,Clifford,E,Fernandez,Male,1975-09-18,2023-05-04,Clifford E Fernandez
21027,236,Luke,E,Nelson,Male,1975-09-21,2022-09-08,Luke E Nelson
21028,235,Joe,NULL,Suri,Male,1981-10-19,2023-09-18,Joe Suri
21029,175,Kristi,C,Martin,Female,1975-02-12,2022-12-22,Kristi C Martin
21030,195,Lindsay,A,Xu,Female,1981-10-19,2023-02-10,Lindsay A Xu
21031,188,Cassie,NULL,She,Female,1981-03-02,2023-02-14,Cassie She
21032,132,Brendan,V,Shan,Male,1975-04-15,2023-11-12,Brendan V Shan
21033,182,Preston,K,Subram,Male,1975-05-10,2023-02-11,Preston K Subram
21034,241,Jacqueline,NULL,Kelly,Female,1975-03-23,2022-09-03,Jacqueline Kelly
21035,115,Roy,NULL,Sanchez,Male,1975-01-13,2022-12-11,Roy Sanchez
21036,265,Ruben,C,Hernandez,Male,1980-06-18,2022-09-16,Ruben C Hernandez
21037,160,Bruce,T,Arun,Male,1980-10-14,2022-12-12,Bruce T Arun
21038,197,Pedro,NULL,Lopez,Male,1975-02-23,2023-12-03,Pedro Lopez
21039,235,Jill,NULL,Ramos,Female,1974-09-02,2022-09-03,Jill Ramos
21040,270,Chad,R,Luo,Male,1974-09-19,2022-08-28,Chad R Luo
21041,200,Eddie,NULL,Serrano,Male,1958-05-04,2023-02-04,Eddie Serrano
21042,135,Jon,R,Liang,Male,1958-02-07,2023-10-29,Jon R Liang
21043,140,Johnathan,NULL,McDonald,Male,1956-12-07,2023-08-30,Johnathan McDonald
21044,268,Franklin,NULL,Zheng,Male,1957-01-06,2022-10-21,Franklin Zheng
21045,189,Evelyn,NULL,Prasad,Female,1964-10-31,2023-12-03,Evelyn Prasad
21046,256,Terrance,C,Suri,Male,1964-09-09,2023-08-16,Terrance C Suri
21047,173,Sheena,NULL,Andersen,Female,1979-01-23,2023-11-03,Sheena Andersen
21048,183,Karen,M,Liang,Female,1973-12-15,2023-02-17,Karen M Liang
21049,265,James,L,Sharma,Male,1973-12-06,2023-07-16,James L Sharma
21050,204,Alan,NULL,Cai,Male,1973-08-03,2023-02-14,Alan Cai
21051,121,Sabrina,R,Alonso,Female,1984-11-21,2023-11-13,Sabrina R Alonso
21052,121,Sheena,NULL,Xu,Female,1973-09-08,2023-12-03,Sheena Xu
21053,262,Jamie,NULL,Vazquez,Male,1974-02-08,2022-10-22,Jamie Vazquez
21054,190,Keith,NULL,Jai,Male,1974-05-20,2023-12-13,Keith Jai
21055,120,Kristi,NULL,Carlson,Female,1974-01-03,2023-08-13,Kristi Carlson
21056,239,Walter,NULL,Munoz,Male,1974-05-07,2022-10-10,Walter Munoz
21057,155,Elizabeth,M,Butler,Female,1930-09-06,2023-11-04,Elizabeth M Butler
21058,213,Meredith,NULL,Suri,Female,1972-08-18,2023-06-23,Meredith Suri
21059,190,Misty,NULL,Chande,Female,1972-08-03,2023-02-04,Misty Chande
21060,261,Jaclyn,K,Tang,Female,1973-02-17,2022-10-08,Jaclyn K Tang
21061,198,Desiree,H,Suarez,Female,1978-06-14,2023-02-10,Desiree H Suarez
21062,224,Miranda,NULL,Barnes,Female,1984-02-03,2023-03-13,Miranda Barnes
21063,188,Louis,NULL,Li,Male,1977-04-19,2023-04-21,Louis Li
21064,210,Colleen,C,Sun,Female,1972-05-19,2023-03-20,Colleen C Sun
21065,175,Robert,R,Thompson,Male,1984-03-02,2023-08-19,Robert R Thompson
21066,274,Ebony,NULL,Arun,Female,1977-04-06,2024-01-17,Ebony Arun
21067,242,Frank,NULL,Jimenez,Male,1976-03-01,2022-10-27,Frank Jimenez
21068,234,Lawrence,B,Jimenez,Male,1970-07-28,2023-04-05,Lawrence B Jimenez
21069,262,Colin,H,Lu,Male,1971-06-14,2023-11-15,Colin H Lu
21070,211,Latoya,NULL,Yuan,Female,1970-07-03,2023-02-15,Latoya Yuan
21071,260,Lindsey,A,Pal,Female,1976-01-08,2022-10-05,Lindsey A Pal
21072,188,Dominic,NULL,Sanchez,Male,1976-02-19,2023-03-14,Dominic Sanchez
21073,120,Catherine,NULL,Kelly,Female,1971-05-04,2023-08-01,Catherine Kelly
21074,263,Diane,W,Carlson,Female,1976-03-06,2023-06-24,Diane W Carlson
21075,175,Manuel,NULL,Rana,Male,1970-12-07,2023-04-16,Manuel Rana
21076,115,Terrence,NULL,Nath,Male,1970-05-31,2023-11-23,Terrence Nath
21077,221,Rachel,NULL,James,Female,1969-10-05,2023-07-04,Rachel James
21078,184,Grace,A,Gray,Female,1980-08-05,2023-10-27,Grace A Gray
21079,275,Lee,S,Carlson,Male,1969-11-09,2023-07-23,Lee S Carlson
21080,209,Ebony,NULL,Lopez,Female,1970-01-16,2024-01-10,Ebony Lopez
21081,196,Xavier,M,Smith,Male,1969-09-07,2023-11-30,Xavier M Smith
21082,131,Jason,NULL,Edwards,Male,1975-08-15,2023-07-22,Jason Edwards
21083,260,Trisha,W,Chen,Female,1974-12-16,2024-01-21,Trisha W Chen
21084,217,Clarence,W,Deng,Male,1944-05-21,2023-04-16,Clarence W Deng
21085,174,Leslie,V,Vazquez,Female,1939-05-16,2024-01-09,Leslie V Vazquez
21086,121,Katelyn,NULL,Bell,Female,1938-10-26,2023-08-14,Katelyn Bell
21087,121,Rebecca,E,Scott,Female,1972-02-19,2023-09-06,Rebecca E Scott
21088,198,Alvin,G,Anand,Male,1976-11-24,2023-04-05,Alvin G Anand
21089,218,Yiroyuki,NULL,Sato,Female,1976-06-10,2023-04-12,Yiroyuki Sato
21090,190,Thomas,E,Garcia,Male,1970-12-24,2023-03-30,Thomas E Garcia
21091,147,Ashley,NULL,Jenkins,Female,1976-04-15,2023-07-20,Ashley Jenkins
21092,238,Gina,A,Gutierrez,Female,1969-08-05,2022-10-24,Gina A Gutierrez
21093,248,Jacquelyn,NULL,Castro,Female,1975-09-29,2022-11-20,Jacquelyn Castro
21094,207,Alison,NULL,Sharma,Female,1980-05-13,2023-11-05,Alison Sharma
21095,195,Lance,L,Munoz,Male,1974-12-02,2023-04-26,Lance L Munoz
21096,115,Jon,NULL,Lin,Male,1969-03-02,2023-10-26,Jon Lin
21097,124,Gary,NULL,Ruiz,Male,1982-12-19,2023-08-19,Gary Ruiz
21098,191,Steve,NULL,Ma,Male,1984-08-10,2023-08-02,Steve Ma
21099,212,Sandra,D,Liu,Female,1984-10-21,2023-05-13,Sandra D Liu
21100,170,Sandra,C,Zhang,Female,1984-12-20,2023-12-11,Sandra C Zhang
21101,268,Meagan,R,Perez,Female,1984-09-04,2023-09-21,Meagan R Perez
21102,177,Willie,M,Zheng,Male,1968-08-29,2023-09-03,Willie M Zheng
21103,236,Francis,NULL,Hernandez,Male,1969-01-20,2022-10-30,Francis Hernandez
21104,269,Robin,NULL,Gutierrez,Female,1968-12-30,2022-11-07,Robin Gutierrez
21105,279,Cory,A,Sara,Male,1974-05-02,2022-11-09,Cory A Sara
21106,244,Katie,NULL,Sharma,Female,1967-07-09,2022-10-31,Katie Sharma
21107,165,Kaitlin,NULL,Rodriguez,Female,1973-09-22,2023-09-10,Kaitlin Rodriguez
21108,134,Kristine,A,Martin,Female,1968-05-22,2023-09-11,Kristine A Martin
21109,176,Katie,NULL,Pal,Female,1983-08-27,2023-11-11,Katie Pal
21110,249,Brent,S,Zeng,Male,1984-02-04,2023-02-14,Brent S Zeng
21111,250,Ricardo,NULL,Deng,Male,1984-06-14,2023-02-08,Ricardo Deng
21112,192,Johnathan,NULL,Prasad,Male,1982-09-14,2023-05-31,Johnathan Prasad
21113,200,Laura,L,Cai,Female,1983-01-07,2024-01-02,Laura L Cai
21114,117,Savannah,NULL,Murphy,Female,1983-05-04,2023-03-28,Savannah Murphy
21115,119,Bobby,D,Raman,Male,1982-12-29,2023-04-21,Bobby D Raman
21116,231,Carson,NULL,Russell,Male,1982-06-12,2023-10-28,Carson Russell
21117,182,Bryant,K,Sara,Male,1980-11-20,2023-08-21,Bryant K Sara
21118,241,Lisa,L,Hu,Female,1980-09-19,2023-07-16,Lisa L Hu
21119,207,Edward,NULL,Campbell,Male,1981-07-21,2023-09-27,Edward Campbell
21120,133,Roger,P,Chen,Male,1982-01-08,2023-02-02,Roger P Chen
21121,184,Garrett,C,Reed,Male,1980-07-02,2023-04-16,Garrett C Reed
21122,190,Julie,NULL,Xie,Female,1985-04-07,2023-04-11,Julie Xie
21123,214,Carl,NULL,Luo,Male,1980-02-09,2023-10-13,Carl Luo
21124,266,Mallory,L,Alvarez,Female,1979-12-19,2023-12-13,Mallory L Alvarez
21125,216,Bruce,E,Rana,Male,1981-05-30,2023-09-01,Bruce E Rana
21126,196,Kaitlin,NULL,Gonzalez,Female,1981-05-06,2023-04-22,Kaitlin Gonzalez
21127,209,Crystal,NULL,Zheng,Female,1981-01-21,2023-08-14,Crystal Zheng
21128,117,Kenneth,NULL,Andersen,Male,1980-12-17,2023-06-28,Kenneth Andersen
21129,149,Rafael,J,Wang,Male,1980-09-13,2023-12-18,Rafael J Wang
21130,241,Mackenzie,D,Ward,Female,1981-06-14,2022-10-28,Mackenzie D Ward
21131,132,Gilbert,K,Nath,Male,1978-10-05,2023-06-26,Gilbert K Nath
21132,198,Jeffery,E,Hu,Male,1979-12-02,2023-06-05,Jeffery E Hu
21133,218,April,G,Kumar,Female,1985-08-02,2023-10-23,April G Kumar
21134,255,Bob,W,Chapman,Male,1985-08-30,2023-05-10,Bob W Chapman
21135,235,Raul,P,Raji,Male,1986-04-25,2023-04-20,Raul P Raji
21136,270,Natasha,NULL,Carlson,Female,1985-09-09,2023-06-09,Natasha Carlson
21137,270,Steve,NULL,Li,Male,1986-05-15,2023-10-18,Steve Li
21138,51,Kaylee,NULL,Phillips,Female,1978-08-22,2022-07-30,Kaylee Phillips
21139,542,Alex,C,Adams,Male,1973-06-20,2023-08-25,Alex C Adams
21140,301,Byron,A,Diaz,Male,1972-10-12,2023-05-22,Byron A Diaz
21141,612,Omar,NULL,Li,Male,1972-03-06,2023-09-28,Omar Li
21142,545,Mason,NULL,Brooks,Male,1966-10-18,2023-12-22,Mason Brooks
21143,542,Allison,NULL,Campbell,Female,1977-11-07,2023-09-28,Allison Campbell
21144,635,Lucas,NULL,Richardson,Male,1972-02-05,2023-09-09,Lucas Richardson
21145,302,Mindy,NULL,Lal,Female,1965-11-30,2023-10-31,Mindy Lal
21146,641,Robert,L,Taylor,Male,1977-01-05,2023-09-05,Robert L Taylor
21147,623,Angel,NULL,Rogers,Male,1966-01-14,2023-09-24,Angel Rogers
21148,54,Brianna,L,Gonzales,Female,1972-08-30,2022-07-04,Brianna L Gonzales
